page_start,date_of_occurrence,time_of_occurrence,reason_for_force,service_rendered,citizen_injured,citizen_influence_assessment,officer_injured,citizen_race,citizen_gender,notes,officer_involved,name_badge_number,badge_number,force_used_1,force_used_1_effective,force_used_2,force_used_2_effective,force_used_3,force_used_3_effective,force_used_4,force_used_4_effective,force_used_5,force_used_5_effective,force_used_6,force_used_6_effective,force_used_7,force_used_7_effective,force_used_8,force_used_8_effective,officer_name,id
1868,2019-07-14T00:00:00Z,08:00:00,active aggression,call for service,yes,drug impaired,no,white,male,NA,incident_officer_1,paul paris - 7955,7955,verbal directions,no,empty hand control,no,impact weapon,no,empty hand strikes,no,impact weapon,yes,NA,NA,NA,NA,NA,NA,paul paris,1868-2019-m
2834,2018-08-12T00:00:00Z,04:06:00,resisting arrest,call for service,yes,alcohol impaired,no,white,male,NA,incident_officer_2,blake schweitzer - 7223,7223,take down,yes,verbal directions,no,empty hand control,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,blake schweitzer,2834-2018-m
926,2017-03-24T00:00:00Z,14:43:00,resisting arrest,call for service,yes,excited,no,black,male,NA,incident_officer_3,alex mattingly - 7136,7136,de-escalation techniques,no,empty hand control,no,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,alex mattingly,926-2017-m
1981,2017-06-06T00:00:00Z,10:09:00,failure to comply,traffic stop,yes,alcohol impaired,no,white,male,NA,incident_officer_1,william patterson - 6926,6926,empty hand control,yes,verbal directions,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,william patterson,1981-2017-m
2704,2017-08-01T00:00:00Z,21:30:00,active aggression,call for service,no,alcohol impaired,no,black,male,NA,incident_officer_2,jacob o'shea - 7371,7371,empty hand strikes,no,verbal directions,no,hobble,yes,de-escalation techniques,no,take down,no,NA,NA,NA,NA,NA,NA,jacob o'shea,2704-2017-m
3527,2018-11-07T00:00:00Z,01:40:00,active aggression,crime in progress,no,excited,yes,black,male,NA,incident_officer_3,steven krieger - 7050,7050,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,steven krieger,3527-2018-m
3079,2019-12-08T00:00:00Z,16:59:00,effect an arrest,criminal investigation,yes,excited,no,black,male,NA,incident_officer_1,nicholas barnes - 7463,7463,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nicholas barnes,3079-2019-m
2352,2017-07-04T00:00:00Z,23:00:00,assaulting officer,effecting an arrest,yes,NA,no,black,female,NA,incident_officer_1,donna morgan - 7406,7406,take down,no,verbal directions,no,empty hand control,no,empty hand strikes,yes,NA,NA,NA,NA,NA,NA,NA,NA,donna morgan,2352-2017-m
53,2017-01-10T00:00:00Z,14:30:00,effect an arrest,effecting an arrest,yes,other,no,black,male,NA,incident_officer_2,tyler blissett - 7390,7390,verbal directions,no,empty hand control,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tyler blissett,53-2017-m
354,2018-01-31T00:00:00Z,16:00:00,non-compliance,warrant service,yes,emotionally disturbed,no,black,male,NA,incident_officer_1,aaron browning - 7820,7820,other (in narrative),no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aaron browning,354-2018-m
3162,2018-10-03T00:00:00Z,23:42:00,active aggression,call for service,yes,alcohol and drug impaired,no,black,male,NA,incident_officer_3,john sholar - 7416,7416,verbal directions,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,john sholar,3162-2018-m
1065,2018-03-31T00:00:00Z,23:39:00,combative subject,call for service,yes,drug impaired,no,white,male,NA,incident_officer_2,glint greene - 7244,7244,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glint greene,1065-2018-m
3969,2018-12-12T00:00:00Z,11:02:00,resisting arrest,call for service,yes,excited,no,white,male,NA,incident_officer_2,paige young - 7298,7298,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,paige young,3969-2018-m
3626,2018-11-24T00:00:00Z,12:43:00,resisting arrest,call for service,yes,emotionally disturbed,no,white,male,NA,incident_officer_1,kevin carrillo - 7169,7169,verbal directions,no,de-escalation techniques,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kevin carrillo,3626-2018-m
1907,2017-05-30T00:00:00Z,04:26:00,attempting escape,escape from custody,yes,drug impaired,yes,white,female,NA,incident_officer_1,alexander thomas - 7294,7294,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alexander thomas,1907-2017-m
2572,2017-07-26T00:00:00Z,22:15:00,assaulting citizen,call for service,yes,other,no,white,male,NA,incident_officer_2,derek druin - 7354,7354,verbal directions,no,de-escalation techniques,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,derek druin,2572-2017-m
3613,2018-11-20T00:00:00Z,17:03:00,active aggression,call for service,no,other,yes,black,male,NA,incident_officer_1,michael faulker jr - 7619,7619,empty hand strikes,yes,de-escalation techniques,no,empty hand control,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,michael faulker jr,3613-2018-m
1940,2018-06-09T00:00:00Z,16:02:00,resisting arrest,effecting an arrest,yes,drug impaired,no,black,male,NA,incident_officer_3,adam key - 7336,7336,verbal directions,no,de-escalation techniques,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,adam key,1940-2018-m
2698,2019-10-15T00:00:00Z,16:00:00,resisting arrest,effecting an arrest,no,emotionally disturbed,yes,black,other,NA,incident_officer_1,kelly butler - 2403,2403,verbal directions,no,other (in narrative),yes,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kelly butler,2698-2019-m
4016,2017-11-05T00:00:00Z,20:16:00,effect an arrest,warrant service,yes,excited,yes,black,male,NA,incident_officer_2,dontae booker - 7350,7350,take down,no,verbal directions,no,empty hand control,no,empty hand strikes,yes,NA,NA,NA,NA,NA,NA,NA,NA,dontae booker,4016-2017-m
2739,2019-10-24T00:00:00Z,00:53:00,resisting arrest,effecting an arrest,yes,NA,yes,black,male,NA,incident_officer_2,christen branan - 5175,5175,verbal directions,no,empty hand control,yes,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,christen branan,2739-2019-m
4346,2017-12-08T00:00:00Z,13:21:00,active aggression,traffic stop,yes,normal,no,white,male,NA,incident_officer_2,atila james - 6337,6337,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,atila james,4346-2017-m
2822,2019-11-01T00:00:00Z,15:50:00,effect an arrest,call for service,yes,excited,no,black,male,NA,incident_officer_1,adam sears - 7736,7736,verbal directions,no,k-9 bite,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,adam sears,2822-2019-m
62,2018-01-06T00:00:00Z,14:00:00,escape,self initiated,yes,emotionally disturbed,no,white,male,NA,incident_officer_2,zachary cooke - 7171,7171,hobble,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,zachary cooke,62-2018-m
1564,2017-05-07T00:00:00Z,20:20:00,active aggression,effecting an arrest,no,excited,no,white,male,NA,incident_officer_3,tyler holland - 7949,7949,take down,yes,verbal directions,no,knee strike(s),yes,empty hand strikes,yes,de-escalation techniques,no,empty hand control,yes,NA,NA,NA,NA,tyler holland,1564-2017-m
3156,2017-08-30T00:00:00Z,08:10:00,non-compliance,effecting an arrest,yes,alcohol impaired,no,white,male,NA,incident_officer_2,john mills - 6423,6423,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,john mills,3156-2017-m
4157,2017-11-21T00:00:00Z,00:50:00,resisting arrest,call for service,yes,NA,no,other,male,NA,incident_officer_1,christopher mostek - 7340,7340,take down,yes,empty hand control,no,verbal directions,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,christopher mostek,4157-2017-m
967,2018-03-26T00:00:00Z,07:39:00,active aggression,call for service,yes,excited,yes,white,female,NA,incident_officer_3,robert yoshioka - 7273,7273,empty hand control,yes,hobble,yes,other (in narrative),yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robert yoshioka,967-2018-m
836,2018-03-12T00:00:00Z,14:41:00,effect an arrest,criminal investigation,yes,normal,no,black,male,NA,incident_officer_1,matthew gammons - 7245,7245,empty hand control,yes,empty hand strikes,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,matthew gammons,836-2018-m
2458,2019-09-23T00:00:00Z,14:31:00,active aggression,call for service,yes,excited,no,white,male,NA,incident_officer_2,chad ledington - 7765,7765,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chad ledington,2458-2019-m
408,2019-02-08T00:00:00Z,13:30:00,effect an arrest,warrant service,no,NA,no,black,male,NA,incident_officer_1,john seymour - 2406,2406,verbal directions,no,pepper ball system,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,john seymour,408-2019-m
1749,2019-06-29T00:00:00Z,00:45:00,combative subject,effecting an arrest,yes,alcohol impaired,no,white,female,NA,incident_officer_1,bert delong - 2571,2571,empty hand control,yes,verbal directions,no,come-along,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bert delong,1749-2019-m
1783,2019-07-02T00:00:00Z,23:30:00,active aggression,effecting an arrest,yes,alcohol impaired,no,black,male,NA,incident_officer_1,brian evanoff - 7918,7918,ecw cartridge deployed,no,empty hand control,yes,ecw cartridge deployed,limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brian evanoff,1783-2019-m
710,2019-03-06T00:00:00Z,14:00:00,effect an arrest,call for service,yes,excited,no,black,male,NA,incident_officer_1,cody chapelle - 2413,2413,verbal directions,no,come-along,yes,ecw stun feature,yes,de-escalation techniques,yes,other (in narrative),yes,empty hand control,yes,NA,NA,NA,NA,cody chapelle,710-2019-m
740,2019-03-09T00:00:00Z,10:50:00,resisting arrest,call for service,yes,excited,yes,black,male,NA,incident_officer_3,levi mcdermott - 7482,7482,empty hand control,no,take down,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,levi mcdermott,740-2019-m
3083,2018-09-25T00:00:00Z,00:25:00,resisting arrest,self initiated,no,alcohol and drug impaired,no,white,male,NA,incident_officer_1,matthew hillard - 7437,7437,empty hand control,no,de-escalation techniques,no,take down,yes,verbal directions,no,come-along,no,NA,NA,NA,NA,NA,NA,matthew hillard,3083-2018-m
623,2018-02-20T00:00:00Z,14:08:00,effect an arrest,field interview contact,yes,drug impaired,no,white,male,NA,incident_officer_2,timothy likins - 7288,7288,empty hand control,yes,empty hand strikes,yes,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,timothy likins,623-2018-m
4226,2018-12-30T00:00:00Z,16:19:00,active aggression,call for service,yes,emotionally disturbed,no,white,male,NA,incident_officer_2,brenton woodford - 7422,7422,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brenton woodford,4226-2018-m
1299,2017-04-22T00:00:00Z,22:00:00,resisting arrest,criminal investigation,no,alcohol impaired,no,white,male,NA,incident_officer_3,matthew crouch - 2359,2359,empty hand control,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,matthew crouch,1299-2017-m
3969,2017-11-02T00:00:00Z,12:35:00,active aggression,call for service,no,emotionally disturbed,no,white,male,NA,incident_officer_2,beau gadegaard - 7201,7201,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,beau gadegaard,3969-2017-m
411,2017-02-12T00:00:00Z,21:48:00,in defense of others,call for service,yes,emotionally disturbed,yes,black,female,NA,incident_officer_1,matthew martin - 7311,7311,verbal directions,no,de-escalation techniques,no,hobble,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,matthew martin,411-2017-m
1930,2018-06-09T00:00:00Z,03:08:00,resisting arrest,effecting an arrest,yes,alcohol and drug impaired,no,white,male,NA,incident_officer_1,matthew metzler - 2063,2063,empty hand control,no,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,matthew metzler,1930-2018-m
4116,2018-12-21T00:00:00Z,05:38:00,active aggression,call for service,yes,excited,yes,black,male,NA,incident_officer_1,david thomas - 5168,5168,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,david thomas,4116-2018-m
675,2019-03-03T00:00:00Z,01:01:00,failure to comply,traffic stop,yes,excited,no,black,male,NA,incident_officer_1,john sholar - 7416,7416,verbal directions,no,other (in narrative),yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,john sholar,675-2019-m
641,2018-02-21T00:00:00Z,11:51:00,active aggression,call for service,yes,excited,yes,black,male,NA,incident_officer_2,thomas lawson - 7157,7157,verbal directions,no,empty hand control,yes,take down,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,thomas lawson,641-2018-m
3471,2018-11-04T00:00:00Z,03:01:00,assaulting officer,effecting an arrest,yes,alcohol and drug impaired,yes,black,male,NA,incident_officer_4,beau gadegaard - 7201,7201,impact weapon,yes,knee strike(s),yes,verbal directions,no,empty hand control,yes,hobble,yes,NA,NA,NA,NA,NA,NA,beau gadegaard,3471-2018-m
73,2017-01-11T00:00:00Z,21:27:00,effect an arrest,crime in progress,yes,drug impaired,no,black,male,NA,incident_officer_1,dustin zimmerman - 7964,7964,verbal directions,no,k-9 bite,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dustin zimmerman,73-2017-m
742,2018-03-04T00:00:00Z,01:25:00,active aggression,effecting an arrest,yes,excited,no,white,male,NA,incident_officer_2,christopher beahl - 7464,7464,hobble,yes,empty hand strikes,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,christopher beahl,742-2018-m
1859,2019-07-14T00:00:00Z,03:45:00,assaulting citizen,call for service,yes,alcohol impaired,no,white,male,NA,incident_officer_2,nichole pavlak - 5209,5209,verbal directions,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nichole pavlak,1859-2019-m
1803,2018-05-28T00:00:00Z,23:40:00,assaulting citizen,crime in progress,no,alcohol impaired,no,black,male,NA,incident_officer_1,percy minor - 7445,7445,empty hand control,no,verbal directions,no,de-escalation techniques,no,hobble,no,take down,no,NA,NA,NA,NA,NA,NA,percy minor,1803-2018-m
3747,2018-11-29T00:00:00Z,17:30:00,resisting arrest,effecting an arrest,no,excited,no,white,female,NA,incident_officer_1,timothy thompson - 2260,2260,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,timothy thompson,3747-2018-m
2867,2017-08-09T00:00:00Z,21:12:00,active aggression,self initiated,yes,alcohol and drug impaired,yes,black,male,NA,incident_officer_1,timothy nett - 7357,7357,verbal directions,no,empty hand strikes,no,ecw cartridge deployed,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,timothy nett,2867-2017-m
4002,2018-12-14T00:00:00Z,09:00:00,attempting escape,effecting an arrest,yes,normal,yes,black,male,NA,incident_officer_6,cody pfeiffer - 7290,7290,verbal directions,no,take down,yes,empty hand strikes,yes,knee strike(s),yes,NA,NA,NA,NA,NA,NA,NA,NA,cody pfeiffer,4002-2018-m
540,2018-02-16T00:00:00Z,18:50:00,resisting arrest,traffic stop,no,excited,no,other,male,NA,incident_officer_1,leslee wagner - 6877,6877,verbal directions,no,other (in narrative),yes,ecw cartridge deployed,no,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,NA,NA,leslee wagner,540-2018-m
4175,2018-12-26T00:00:00Z,15:45:00,escape,criminal investigation,yes,NA,no,white,female,NA,incident_officer_1,daniel shim - 7224,7224,take down,yes,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,daniel shim,4175-2018-m
3120,2018-09-29T00:00:00Z,15:11:00,active aggression,call for service,yes,alcohol and drug impaired,yes,white,male,NA,incident_officer_1,adam moseley - 7485,7485,empty hand control,no,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,adam moseley,3120-2018-m
592,2019-02-26T00:00:00Z,02:01:00,active aggression,call for service,yes,emotionally disturbed,no,white,male,NA,incident_officer_1,garrett blackman - 7425,7425,verbal directions,no,ecw cartridge deployed,limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,garrett blackman,592-2019-m
2838,2019-11-06T00:00:00Z,13:21:00,prevent harm to another,self initiated,yes,other,yes,black,male,NA,incident_officer_2,noah straman - 5000,5000,take down,yes,verbal directions,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,noah straman,2838-2019-m
1408,2019-05-20T00:00:00Z,13:43:00,effect an arrest,call for service,yes,other,no,black,male,NA,incident_officer_2,jeffrey emerich - 7116,7116,empty hand control,yes,verbal directions,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jeffrey emerich,1408-2019-m
2522,2018-08-01T00:00:00Z,19:15:00,other-explain in narrative,self initiated,yes,drug impaired,no,white,male,NA,incident_officer_1,george mcmillan - 7138,7138,empty hand control,yes,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,george mcmillan,2522-2018-m
165,2018-01-18T00:00:00Z,18:00:00,active aggression,effecting an arrest,yes,excited,no,black,male,NA,incident_officer_3,braden lammers - 7361,7361,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,braden lammers,165-2018-m
780,2018-03-08T00:00:00Z,13:35:00,resisting arrest,call for service,yes,excited,yes,white,male,NA,incident_officer_3,james walsh - 5050,5050,verbal directions,no,empty hand control,yes,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,james walsh,780-2018-m
3421,2018-10-28T00:00:00Z,03:57:00,resisting arrest,call for service,yes,alcohol impaired,no,white,male,NA,incident_officer_2,daniel day - 7352,7352,verbal directions,no,take down,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,daniel day,3421-2018-m
1136,2017-04-14T00:00:00Z,12:29:00,resisting arrest,call for service,yes,alcohol impaired,no,black,male,NA,incident_officer_1,david crask - 7194,7194,verbal directions,no,take down,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,david crask,1136-2017-m
261,2017-01-29T00:00:00Z,07:30:00,effect an arrest,effecting an arrest,yes,drug impaired,no,white,male,NA,incident_officer_1,hydia lockhart - 2039,2039,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hydia lockhart,261-2017-m
950,2019-03-28T00:00:00Z,12:34:00,other-explain in narrative,other,yes,other,no,white,male,All incident officers except for SWAT Team did not use force against involved citizen; criminal barricade declared,incident_officer_14,christopher priel - 7122,7122,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,christopher priel,950-2019-m
2088,2019-08-10T00:00:00Z,04:00:00,active aggression,self initiated,yes,alcohol impaired,yes,white,male,NA,incident_officer_2,austin miller - 5154,5154,take down,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,austin miller,2088-2019-m
1262,2019-04-24T00:00:00Z,18:45:00,failure to comply,criminal investigation,yes,drug impaired,no,black,male,NA,incident_officer_1,john kirk - 7929,7929,empty hand control,yes,verbal directions,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,john kirk,1262-2019-m
3888,2017-10-27T00:00:00Z,16:30:00,failure to comply,traffic stop,yes,excited,yes,black,male,NA,incident_officer_1,joseph tapp - 7741,7741,verbal directions,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joseph tapp,3888-2017-m
2464,2018-07-23T00:00:00Z,07:32:00,resisting arrest,call for service,yes,excited,no,white,male,NA,incident_officer_2,joseph speer - 7267,7267,verbal directions,no,de-escalation techniques,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joseph speer,2464-2018-m
3387,2018-09-15T00:00:00Z,15:20:00,attempting escape,self initiated,yes,excited,yes,black,male,NA,incident_officer_3,kyle carroll - 7236,7236,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kyle carroll,3387-2018-m
1218,2019-04-19T00:00:00Z,17:23:00,resisting arrest,call for service,no,normal,no,white,male,NA,incident_officer_1,jonathan story - 7418,7418,verbal directions,no,oc spray,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jonathan story,1218-2019-m
899,2017-03-22T00:00:00Z,02:45:00,active aggression,effecting an arrest,yes,excited,no,black,male,NA,incident_officer_5,nathaniel hernandez - 7722,7722,hobble,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nathaniel hernandez,899-2017-m
2029,2018-06-14T00:00:00Z,02:47:00,attempting escape,call for service,yes,NA,no,white,male,NA,incident_officer_2,joshua durairaj - 7332,7332,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joshua durairaj,2029-2018-m
387,2019-02-07T00:00:00Z,01:50:00,active aggression,call for service,no,NA,no,white,male,NA,incident_officer_2,megan moseley - 7365,7365,ecw cartridge deployed,no,verbal directions,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,megan moseley,387-2019-m
1344,2017-04-27T00:00:00Z,19:01:00,animal,call for service,yes,NA,no,NA,NA,Animal is involved citizen,incident_officer_1,alex mattingly - 7136,7136,ecw cartridge deployed,limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alex mattingly,1344-2017-m
